,reflection_BB,emission_BB,reflection_depth,emission_depth
0,76626768.96170108,8.194754511572294e-17,148.0701092197184,1.583517368667547e-22
1,77009165.6079889,9.131900827370801e-17,148.0701092197184,1.7558449597747086e-22
2,77391125.76243947,1.017241788788516e-16,148.0701092197184,1.9462580662171964e-22
3,77772637.60243185,1.1327283876230354e-16,148.0701092197184,2.156583873739855e-22
4,78153689.39151375,1.260859727033947e-16,148.0701092197184,2.3888269248224775e-22
5,78534269.47971514,1.4029686443289069e-16,148.0701092197184,2.645185621180047e-22
6,78914366.30384834,1.5605229516199396e-16,148.0701092197184,2.9280701944250876e-22
7,79293968.38779396,1.735138537799412e-16,148.0701092197184,3.240122269411484e-22
8,79673064.34277157,1.9285936863741703e-16,148.0701092197184,3.584236154810219e-22
9,80051642.86759792,2.142844716695953e-16,148.0701092197184,3.9635820062662893e-22
10,80429692.748931,2.3800430651590996e-16,148.0701092197184,4.381631019104263e-22
11,80807202.86150004,2.642553932685099e-16,148.0701092197184,4.842182820042926e-22
12,81184162.16832294,2.9329766353363486e-16,148.0701092197184,5.349395240819379e-22
13,81560559.72091033,3.2541668062493376e-16,148.0701092197184,5.907816671064205e-22
14,81936384.65945572,3.609260609316891e-16,148.0701092197184,6.522421203292685e-22
15,82311626.21301392,4.0017011382440697e-16,148.0701092197184,7.198646799554888e-22
16,82686273.6996666,4.4352671888198814e-16,148.0701092197184,7.942436727195763e-22
17,83060316.5266741,4.914104607569477e-16,148.0701092197184,8.760284530414245e-22
18,83433744.19061635,5.442760436447834e-16,148.0701092197184,9.659282824948808e-22
19,83806546.27752092,6.026220091005537e-16,148.0701092197184,1.064717622538026e-21
20,84178712.46297887,6.669947828575045e-16,148.0701092197184,1.1732418738303675e-21
21,84550232.51224868,7.37993078360469e-16,148.0701092197184,1.2924235980119908e-21
22,84921096.28034908,8.162726869403595e-16,148.0701092197184,1.4232692605535827e-21
23,85291293.71213938,9.025516869355593e-16,148.0701092197184,1.56687653621519e-21
24,85660814.84238869,9.97616106626124e-16,148.0701092197184,1.7244422217938507e-21
25,86029649.79583493,1.1023260785957073e-15,148.0701092197184,1.8972708042025823e-21
26,86397788.78723033,1.2176225260917018e-15,148.0701092197184,2.0867837355281396e-21
27,86765222.12137872,1.3445344251277495e-15,148.0701092197184,2.2945294705732457e-21
28,87131940.19316015,1.4841866894801984e-15,148.0701092197184,2.5221943265190447e-21
29,87497933.48754527,1.6378087293889749e-15,148.0701092197184,2.771614228765225e-21
30,87863192.57960007,1.8067437386992456e-15,148.0701092197184,3.0447874117352885e-21
31,88227708.13447908,1.992458769390776e-15,148.0701092197184,3.3438881484917974e-21
32,88591470.90740892,2.196555656961232e-15,148.0701092197184,3.671281588420265e-21
33,88954471.74366252,2.4207828649712888e-15,148.0701092197184,4.029539788021491e-21
34,89316701.57852209,2.6670483222518825e-15,148.0701092197184,4.4214590260358056e-21
35,89678151.43723305,2.9374333318374455e-15,148.0701092197184,4.8500785007286484e-21
36,90038812.43494931,3.234207636648892e-15,148.0701092197184,5.318700514223618e-21
37,90398675.77666731,3.559845733333012e-15,148.0701092197184,5.830912256305622e-21
38,90757732.75715218,3.917044532499954e-15,148.0701092197184,6.390609308164567e-21
39,91115974.76085407,4.308742470915512e-15,148.0701092197184,7.00202099513948e-21
40,91473393.26181598,4.738140189032575e-15,148.0701092197184,7.669737726688795e-21
41,91829979.82357271,5.208722895622012e-15,148.0701092197184,8.398740471595074e-21
42,92185726.09904037,5.724284550219196e-15,148.0701092197184,9.194432526843505e-21
43,92540623.83039859,6.288954003677388e-15,148.0701092197184,1.0062673749735466e-20
44,92894664.84896286,6.907223247358474e-15,148.0701092197184,1.1009817434663644e-20
45,93247841.07505065,7.583977932427104e-15,148.0701092197184,1.2042750028610303e-20
46,93600144.5178371,8.324530332402955e-15,148.0701092197184,1.3168933892905139e-20
47,93951567.27520399,9.134654934606174e-15,148.0701092197184,1.439645333312657e-20
48,94302101.53358154,1.0020626859458354e-14,148.0701092197184,1.5734064134314847e-20
49,94651739.56778044,1.0989263320825831e-14,148.0701092197184,1.7191246854937052e-20
50,95000473.74081899,1.2047968355779966e-14,148.0701092197184,1.877826415037698e-20
51,95348296.50374006,1.3204781068339493e-14,148.0701092197184,2.0506222415151424e-20
52,95695200.3954229,1.4468427649042084e-14,148.0701092197184,2.238713805268047e-20
53,96041178.04238698,1.5848377450616492e-14,148.0701092197184,2.4434008702313317e-20
54,96386222.1585885,1.73549034196615e-14,148.0701092197184,2.6660889775499578e-20
55,96730325.5452103,1.89991472051799e-14,148.0701092197184,2.9082976676612603e-20
56,97073481.09044579,2.0793189287112858e-14,148.0701092197184,3.171669310901128e-20
57,97415681.76927418,2.2750124491778918e-14,148.0701092197184,3.4579785893593035e-20
58,97756920.64323239,2.4884143286438963e-14,148.0701092197184,3.7691426755443947e-20
59,98097190.86017689,2.7210619272126948e-14,148.0701092197184,4.107232156426244e-20
60,98436485.65404207,2.974620332258471e-14,148.0701092197184,4.474482754623013e-20
61,98774798.34459157,3.2508924847641294e-14,148.0701092197184,4.8733079018930065e-20
62,99112122.33716376,3.551830069185426e-14,148.0701092197184,5.306312223696208e-20
63,99448451.12241037,3.879545221375199e-14,148.0701092197184,5.7763059974135e-20
64,99783778.27603085,4.236323112774919e-14,148.0701092197184,6.28632065087154e-20
65,100118097.45850064,4.624635472983938e-14,148.0701092197184,6.839625372125712e-20
66,100451402.41479328,5.047155116965758e-14,148.0701092197184,7.439744906019571e-20
67,100783686.9740972,5.506771547560751e-14,148.0701092197184,8.090478617883112e-20
68,101114945.04952885,6.006607708657224e-14,148.0701092197184,8.795920909863779e-20
69,101445170.6378381,6.550037969346589e-14,148.0701092197184,9.560483080824958e-20
70,101774357.81911062,7.140707424673524e-14,148.0701092197184,1.0388916726516787e-19
71,102102500.7564647,7.782552604194464e-14,148.0701092197184,1.128633878282668e-19
72,102429593.69574265,8.479823685512054e-14,148.0701092197184,1.225825832139284e-19
73,102755630.96519846,9.237108316266236e-14,148.0701092197184,1.3310605213714667e-19
